6;11;1;1;422;45;5;13;16;N6324.2357;E01028.5679
6;11;1;2;403;43;3;32;32;N6324.2356;E01028.5682
6;11;1;3;403;43;5;61;64;N6324.2357;E01028.5676
6;11;1;4;422;45;5;125;128;N6324.2358;E01028.5673
6;11;1;5;412;44;4;253;256;N6324.2359;E01028.5677
6;11;1;6;412;44;5;512;512;N6324.2361;E01028.5676
6;11;1;7;403;43;5;1021;1024;N6324.2360;E01028.5676
6;11;2;1;412;44;6;16;16;N6324.2358;E01028.5675
6;11;2;2;412;44;4;32;32;N6324.2359;E01028.5676
6;11;2;3;403;43;4;64;64;N6324.2359;E01028.5676
6;11;2;4;403;43;4;125;128;N6324.2358;E01028.5675
6;11;2;5;412;44;5;256;256;N6324.2357;E01028.5675
6;11;2;6;422;45;4;511;512;N6324.2357;E01028.5675
