1;10;1;1;19;2;3;16;16;N6324.4586;E01028.6619
1;10;1;2;0;0;4;32;32;N6324.4586;E01028.6619
1;10;1;3;0;0;4;64;64;N6324.4585;E01028.6619
1;10;1;4;9;1;4;125;128;N6324.4585;E01028.6619
1;10;1;5;0;0;5;256;256;N6324.4585;E01028.6619
1;10;1;6;9;1;4;512;512;N6324.4585;E01028.6620
1;10;1;7;9;1;4;1024;1024;N6324.4585;E01028.6620
1;10;2;1;9;1;4;16;16;N6324.4585;E01028.6620
1;10;2;2;0;0;5;29;32;N6324.4585;E01028.6619
1;10;2;3;9;1;4;64;64;N6324.4585;E01028.6619
1;10;2;4;9;1;4;128;128;N6324.4585;E01028.6619
1;10;2;5;9;1;4;256;256;N6324.4585;E01028.6619
1;10;2;6;0;0;5;512;512;N6324.4587;E01028.6620
1;10;2;7;9;1;4;1021;1024;N6324.4588;E01028.6620
1;10;3;1;0;0;4;16;16;N6324.4590;E01028.6622
1;10;3;2;9;1;4;29;32;N6324.4590;E01028.6623
1;10;3;3;9;1;4;64;64;N6324.4590;E01028.6623
1;10;3;4;9;1;4;128;128;N6324.4590;E01028.6623
1;10;3;5;9;1;4;256;256;N6324.4590;E01028.6624
1;10;3;6;0;0;4;512;512;N6324.4590;E01028.6624
1;10;3;7;9;1;4;1024;1024;N6324.4590;E01028.6624
1;10;4;1;9;1;4;16;16;N6324.4590;E01028.6625
1;10;4;2;9;1;4;29;32;N6324.4590;E01028.6625
1;10;4;3;9;1;4;64;64;N6324.4589;E01028.6625
1;10;4;4;9;1;4;128;128;N6324.4590;E01028.6624
1;10;4;5;9;1;4;256;256;N6324.4590;E01028.6623
1;10;4;6;9;1;4;512;512;N6324.4589;E01028.6622
1;10;4;7;9;1;4;1024;1024;N6324.4589;E01028.6621
1;10;5;1;9;1;6;16;16;N6324.4590;E01028.6620
1;10;5;2;0;0;5;32;32;N6324.4590;E01028.6620
1;10;5;3;9;1;4;64;64;N6324.4591;E01028.6620
1;10;5;4;9;1;4;128;128;N6324.4591;E01028.6620
1;10;5;5;9;1;4;253;256;N6324.4592;E01028.6621
1;10;5;6;9;1;4;509;512;N6324.4593;E01028.6621
1;10;5;7;9;1;4;1021;1024;N6324.4594;E01028.6622
