8;11;1;1;515;55;3;16;16;N6324.1796;E01028.5492
8;11;1;2;515;55;4;32;32;N6324.1796;E01028.5492
8;11;1;3;515;55;4;62;64;N6324.1796;E01028.5491
8;11;1;4;515;55;5;127;128;N6324.1796;E01028.5491
8;11;1;5;515;55;4;255;256;N6324.1796;E01028.5491
8;11;1;6;515;55;4;509;512;N6324.1796;E01028.5490
9;11;1;7;515;55;5;1024;1024;N6324.1796;E01028.5490
9;11;2;1;515;55;5;16;16;N6324.1796;E01028.5490
9;11;2;2;506;54;4;32;32;N6324.1796;E01028.5490
9;11;2;3;515;55;4;61;64;N6324.1796;E01028.5491
9;11;2;4;515;55;4;128;128;N6324.1795;E01028.5492
9;11;2;5;515;55;5;256;256;N6324.1795;E01028.5492
9;11;2;6;515;55;5;512;512;N6324.1795;E01028.5492
9;11;2;7;515;55;5;1024;1024;N6324.1795;E01028.5492
9;11;3;1;525;56;4;13;16;N6324.1792;E01028.5495
9;11;3;2;515;55;5;29;32;N6324.1792;E01028.5495
9;11;3;3;525;56;4;61;64;N6324.1792;E01028.5496
9;11;3;4;525;56;4;127;128;N6324.1792;E01028.5496
9;11;3;5;525;56;4;254;256;N6324.1792;E01028.5496
9;11;3;6;515;55;4;506;512;N6324.1792;E01028.5496
9;11;3;7;515;55;5;1014;1024;N6324.1792;E01028.5495
10;11;4;1;525;56;4;13;16;N6324.1792;E01028.5495
