measurement_series,tag_id,series,measurement,distance,mean,variance,success_count,expected_count,latitude,longitude
6,11,1,6,412,44,5,512,512,N6324.2361,E01028.5676
6,11,1,7,403,43,5,1021,1024,N6324.2360,E01028.5676
6,11,2,1,412,44,6,16,16,N6324.2358,E01028.5675
6,11,2,2,412,44,4,32,32,N6324.2359,E01028.5676
6,11,2,3,403,43,4,64,64,N6324.2359,E01028.5676
6,11,2,4,403,43,4,125,128,N6324.2358,E01028.5675
6,11,2,5,412,44,5,256,256,N6324.2357,E01028.5675
6,11,2,6,422,45,4,511,512,N6324.2357,E01028.5675
7,11,1,1,468,50,6,13,16,N6324.2090,E01028.5567
7,11,1,2,459,49,4,32,32,N6324.2089,E01028.5575
8,11,1,3,459,49,5,64,64,N6324.2090,E01028.5572
8,11,1,4,450,48,5,128,128,N6324.2089,E01028.5572
8,11,1,5,450,48,5,253,256,N6324.2089,E01028.5570
8,11,1,6,459,49,5,509,512,N6324.2089,E01028.5570
8,11,1,7,459,49,5,1023,1024,N6324.2090,E01028.5570
8,11,2,1,450,48,6,16,16,N6324.2090,E01028.5570
8,11,2,2,459,49,5,32,32,N6324.2091,E01028.5571
8,11,2,3,450,48,5,64,64,N6324.2090,E01028.5571
8,11,2,4,459,49,6,128,128,N6324.2090,E01028.5571
8,11,2,5,459,49,6,250,256,N6324.2090,E01028.5570
8,11,2,6,459,49,5,501,512,N6324.2090,E01028.5570
8,11,2,7,459,49,5,917,1024,N6324.2090,E01028.5570
8,11,3,1,459,49,6,10,16,N6324.2090,E01028.5570
8,11,3,2,459,49,7,31,32,N6324.2090,E01028.5570
8,11,3,3,450,48,4,60,64,N6324.2090,E01028.5570
8,11,3,4,459,49,6,124,128,N6324.2090,E01028.5570
9,11,1,1,515,55,4,16,16,N6324.1827,E01028.5469
9,11,1,2,515,55,4,32,32,N6324.1824,E01028.5471
9,11,1,3,506,54,6,64,64,N6324.1824,E01028.5471
9,11,1,4,506,54,4,124,128,N6324.1824,E01028.5471
11,11,1,1,525,56,4,13,16,N6324.1824,E01028.5470
0,11,1,1,515,55,5,15,16,N6324.1829,E01028.5463
2,11,1,2,515,55,3,29,32,N6324.1824,E01028.5458
2,11,1,3,515,55,5,59,64,N6324.1824,E01028.5452
