GPS;250520;143845;N6324.4332;E01028.6441;162.6;0.55;75.62;0.68;13;41.4
GPS;250520;143846;N6324.4330;E01028.6443;162.3;0.37;106.5;0.68;13;41.4
GPS;250520;143847;N6324.4327;E01028.6444;161.8;0.56;118.1;0.68;13;41.4
GPS;250520;143848;N6324.4326;E01028.6444;161.7;0.18;13.57;0.68;13;41.4
GPS;250520;143849;N6324.4325;E01028.6444;161.6;0.22;247.9;0.70;13;41.4
GPS;250520;143850;N6324.4324;E01028.6444;161.4;0.80;163.1;0.68;13;41.4
GPS;250520;143851;N6324.4321;E01028.6446;161.1;0.61;151.8;0.68;13;41.4
GPS;250520;143852;N6324.4321;E01028.6446;161.0;0.23;28.74;0.68;13;41.4
GPS;250520;143853;N6324.4323;E01028.6446;160.8;1.00;353.8;0.68;13;41.4
GPS;250520;143854;N6324.4324;E01028.6442;160.6;1.05;306.5;0.70;13;41.4
GPS;250520;143855;N6324.4324;E01028.6440;160.4;0.26;184.6;0.68;13;41.4
GPS;250520;143856;N6324.4324;E01028.6441;160.2;0.54;31.78;0.68;13;41.4
GPS;250520;143857;N6324.4324;E01028.6442;159.9;0.19;104.7;0.68;13;41.4
GPS;250520;143858;N6324.4323;E01028.6443;159.7;0.17;193.1;0.68;13;41.4
GPS;250520;143859;N6324.4323;E01028.6442;159.5;0.58;249.9;0.68;13;41.4
GPS;250520;143900;N6324.4322;E01028.6441;159.2;0.17;179.9;0.68;13;41.4
GPS;250520;143901;N6324.4321;E01028.6441;159.1;0.04;203.3;0.73;12;41.4
GPS;250520;143902;N6324.4321;E01028.6441;159.1;0.16;207.1;0.68;13;41.4
GPS;250520;143903;N6324.4321;E01028.6440;159.1;0.01;71.04;0.68;13;41.4
GPS;250520;143904;N6324.4321;E01028.6440;159.1;0.45;226.3;0.68;13;41.4
GPS;250520;143905;N6324.4320;E01028.6438;159.1;0.06;238.4;0.73;12;41.4
GPS;250520;143906;N6324.4320;E01028.6438;159.0;0.06;197.7;0.68;13;41.4
GPS;250520;143907;N6324.4320;E01028.6438;159.0;0.08;48.40;0.68;13;41.4
GPS;250520;143908;N6324.4320;E01028.6438;159.1;0.17;53.81;0.68;13;41.4
GPS;250520;143909;N6324.4320;E01028.6439;159.1;0.03;331.1;0.68;13;41.4
GPS;250520;143910;N6324.4320;E01028.6439;159.1;0.01;259.3;0.68;13;41.4
GPS;250520;143911;N6324.4320;E01028.6439;159.1;0.02;306.4;0.68;13;41.4
GPS;250520;143912;N6324.4320;E01028.6439;159.1;0.03;17.21;0.68;13;41.4
GPS;250520;143913;N6324.4320;E01028.6439;159.1;0.11;224.1;0.68;13;41.4
GPS;250520;143914;N6324.4320;E01028.6438;159.1;0.03;206.6;0.68;13;41.4
GPS;250520;143915;N6324.4320;E01028.6438;159.0;0.12;59.34;0.68;13;41.4
GPS;250520;143916;N6324.4320;E01028.6438;159.0;0.11;57.69;0.68;13;41.4
GPS;250520;143917;N6324.4320;E01028.6439;159.0;0.02;115.5;0.68;13;41.4
GPS;250520;143918;N6324.4320;E01028.6439;159.0;0.02;130.6;0.68;13;41.4
GPS;250520;143919;N6324.4320;E01028.6439;159.0;0.01;18.04;0.70;13;41.4
GPS;250520;143920;N6324.4320;E01028.6439;159.0;0.01;114.8;0.70;13;41.4
GPS;250520;143921;N6324.4320;E01028.6439;159.0;0.01;270.8;0.70;13;41.4
GPS;250520;143922;N6324.4320;E01028.6439;159.0;0.15;239.6;0.75;12;41.4
GPS;250520;143923;N6324.4320;E01028.6439;159.0;0.05;19.49;0.73;12;41.4
GPS;250520;143924;N6324.4320;E01028.6439;159.0;0.04;15.14;0.73;12;41.4
GPS;250520;143925;N6324.4320;E01028.6439;159.0;0.37;62.30;0.70;13;41.4
GPS;250520;143926;N6324.4320;E01028.6439;159.0;0.44;96.73;0.68;13;41.4
GPS;250520;143927;N6324.4320;E01028.6442;159.2;0.89;156.2;0.68;13;41.4
GPS;250520;143928;N6324.4322;E01028.6431;159.0;2.15;296.3;0.68;13;41.4
GPS;250520;143929;N6324.4325;E01028.6424;159.0;1.74;350.3;0.68;13;41.4
