GPS;250520;125843;N6324.4843;E01028.6617;177.0;0.84;269.6;1.71;05;41.4
GPS;250520;125844;N6324.4807;E01028.6642;179.8;0.95;282.3;1.23;06;41.4
GPS;250520;125845;N6324.4806;E01028.6635;179.0;1.01;289.5;1.23;06;41.4
GPS;250520;125846;N6324.4798;E01028.6638;179.0;1.00;299.0;1.23;06;41.4
GPS;250520;125847;N6324.4796;E01028.6624;177.1;1.01;304.5;1.23;06;41.4
GPS;250520;125848;N6324.4792;E01028.6612;175.1;0.89;310.9;1.23;06;41.4
GPS;250520;125849;N6324.4610;E01028.6683;179.6;0.40;344.9;1.23;06;41.4
GPS;250520;125851;N6324.4680;E01028.6610;178.2;0.15;14.61;1.07;07;41.4
GPS;250520;125852;N6324.4681;E01028.6600;174.9;0.24;345.3;1.21;07;41.4
GPS;250520;125853;N6324.4673;E01028.6598;172.9;0.09;295.1;1.21;07;41.4
GPS;250520;125854;N6324.4653;E01028.6579;164.4;0.09;273.0;1.07;07;41.4
GPS;250520;125855;N6324.4647;E01028.6582;163.5;0.05;313.6;1.07;07;41.4
GPS;250520;125856;N6324.4642;E01028.6592;163.8;0.08;250.0;1.07;07;41.4
GPS;250520;125857;N6324.4639;E01028.6596;163.3;0.10;289.1;1.07;07;41.4
GPS;250520;125858;N6324.4637;E01028.6596;162.7;0.26;299.3;1.07;07;41.4
GPS;250520;125859;N6324.4636;E01028.6596;162.4;0.13;313.4;1.07;07;41.4
GPS;250520;125900;N6324.4635;E01028.6596;161.9;0.14;307.9;1.07;07;41.4
GPS;250520;125901;N6324.4642;E01028.6647;169.2;0.19;27.46;0.90;09;41.4
GPS;250520;125902;N6324.4604;E01028.6635;157.7;0.02;7.38;0.90;09;41.4
GPS;250520;125903;N6324.4599;E01028.6630;155.5;0.10;89.02;0.94;09;41.4
GPS;250520;125904;N6324.4595;E01028.6631;154.9;0.06;116.8;0.90;09;41.4
GPS;250520;125905;N6324.4594;E01028.6630;154.6;0.01;207.8;0.90;09;41.4
GPS;250520;125906;N6324.4594;E01028.6628;154.4;0.00;96.45;0.90;09;41.4
GPS;250520;125907;N6324.4593;E01028.6626;154.4;0.01;354.4;0.90;09;41.4
GPS;250520;125908;N6324.4592;E01028.6624;154.2;0.02;140.9;0.94;09;41.4
GPS;250520;125909;N6324.4590;E01028.6623;154.4;0.02;351.4;0.90;09;41.4
GPS;250520;125910;N6324.4590;E01028.6620;154.5;0.02;205.4;0.94;09;41.4
GPS;250520;125911;N6324.4592;E01028.6619;154.3;0.02;144.1;0.90;09;41.4
GPS;250520;125912;N6324.4594;E01028.6617;154.0;0.08;348.9;0.90;09;41.4
GPS;250520;125913;N6324.4595;E01028.6616;153.7;0.03;288.7;0.94;09;41.4
GPS;250520;125914;N6324.4595;E01028.6614;153.6;0.01;170.8;0.90;09;41.4
GPS;250520;125915;N6324.4595;E01028.6612;153.2;0.01;74.15;0.90;09;41.4
GPS;250520;125916;N6324.4596;E01028.6611;153.2;0.01;322.0;0.90;09;41.4
GPS;250520;125917;N6324.4596;E01028.6611;153.1;0.01;167.9;0.90;09;41.4
GPS;250520;125918;N6324.4596;E01028.6611;153.1;0.01;11.61;0.90;09;41.4
GPS;250520;125919;N6324.4596;E01028.6611;153.1;0.04;103.1;0.91;10;41.4
GPS;250520;125920;N6324.4596;E01028.6611;153.2;0.01;172.9;0.85;10;41.4
GPS;250520;125921;N6324.4596;E01028.6611;153.2;0.01;350.8;0.85;10;41.4
GPS;250520;125922;N6324.4596;E01028.6611;153.2;0.03;248.5;0.91;10;41.4
GPS;250520;125923;N6324.4596;E01028.6611;153.2;0.01;194.9;0.85;10;41.4
GPS;250520;125924;N6324.4596;E01028.6611;153.2;0.00;261.9;0.85;10;41.4
GPS;250520;125925;N6324.4596;E01028.6611;153.2;0.01;188.4;0.85;10;41.4
GPS;250520;125926;N6324.4596;E01028.6611;153.2;0.01;80.69;0.85;10;41.4
GPS;250520;125927;N6324.4596;E01028.6611;153.2;0.01;340.2;0.91;10;41.4
GPS;250520;125928;N6324.4596;E01028.6611;153.2;0.04;202.4;0.91;10;41.4
GPS;250520;125929;N6324.4596;E01028.6611;153.2;0.03;16.41;0.91;10;41.4
GPS;250520;125930;N6324.4596;E01028.6611;153.2;0.01;298.3;0.91;10;41.4
GPS;250520;125931;N6324.4596;E01028.6611;153.2;0.02;155.7;0.91;10;41.4
GPS;250520;125932;N6324.4596;E01028.6611;153.2;0.00;29.09;0.91;10;41.4
GPS;250520;125933;N6324.4595;E01028.6611;153.2;0.01;284.6;0.91;10;41.4
