GPS;250520;163330;N6324.4348;E01028.6169;157.0;0.13;319.5;0.70;12;41.4
GPS;250520;163331;N6324.4349;E01028.6167;156.9;0.53;308.9;0.70;12;41.4
GPS;250520;163332;N6324.4350;E01028.6164;157.0;1.21;264.6;0.74;11;41.4
GPS;250520;163333;N6324.4348;E01028.6158;156.9;1.24;202.1;0.76;10;41.4
GPS;250520;163334;N6324.4346;E01028.6156;157.1;0.30;245.3;0.74;11;41.4
GPS;250520;163335;N6324.4346;E01028.6155;156.8;0.06;317.1;0.74;11;41.4
GPS;250520;163336;N6324.4345;E01028.6154;156.8;0.08;37.12;0.74;11;41.4
GPS;250520;163337;N6324.4345;E01028.6153;156.8;0.20;183.5;0.74;11;41.4
GPS;250520;163338;N6324.4344;E01028.6153;156.8;0.27;176.4;0.74;11;41.4
GPS;250520;163339;N6324.4344;E01028.6153;156.8;0.37;177.3;0.74;11;41.4
GPS;250520;163340;N6324.4343;E01028.6153;157.4;0.41;114.5;0.74;11;41.4
GPS;250520;163341;N6324.4342;E01028.6156;158.1;0.74;105.8;0.74;11;41.4
GPS;250520;163342;N6324.4341;E01028.6157;158.8;0.57;170.1;0.74;11;41.4
GPS;250520;163343;N6324.4339;E01028.6158;159.0;0.30;193.5;0.74;11;41.4
GPS;250520;163344;N6324.4338;E01028.6158;159.0;0.14;318.4;0.74;11;41.4
GPS;250520;163345;N6324.4339;E01028.6158;158.8;0.47;339.3;0.74;11;41.4
GPS;250520;163346;N6324.4340;E01028.6157;158.9;0.42;310.6;0.75;11;41.4
GPS;250520;163347;N6324.4341;E01028.6155;158.9;0.29;330.6;0.70;12;41.4
GPS;250520;163348;N6324.4341;E01028.6154;159.7;0.70;152.1;0.70;12;41.4
GPS;250520;163349;N6324.4339;E01028.6155;161.5;1.48;153.4;0.71;12;41.4
GPS;250520;163350;N6324.4338;E01028.6151;169.8;1.67;189.0;0.71;12;41.4
GPS;250520;163351;N6324.4335;E01028.6150;178.6;1.21;149.2;0.71;12;41.4
GPS;250520;163352;N6324.4334;E01028.6151;187.5;0.42;149.2;0.71;12;41.4
GPS;250520;163353;N6324.4332;E01028.6151;196.1;0.09;149.2;0.71;12;41.4
GPS;250520;163354;N6324.4331;E01028.6151;204.6;0.16;149.2;0.71;12;41.4
GPS;250520;163355;N6324.4331;E01028.6152;212.8;0.23;149.2;0.71;12;41.4
GPS;250520;163356;N6324.4332;E01028.6152;220.8;0.32;149.2;0.71;12;41.4
GPS;250520;163357;N6324.4332;E01028.6153;228.6;0.20;149.2;0.71;12;41.4
GPS;250520;163358;N6324.4333;E01028.6153;235.8;0.25;149.2;0.71;12;41.4
GPS;250520;163359;N6324.4333;E01028.6152;241.1;0.22;149.2;0.70;12;41.4
GPS;250520;163400;N6324.4334;E01028.6151;244.3;0.15;149.2;0.70;12;41.4
GPS;250520;163401;N6324.4334;E01028.6150;246.2;0.17;149.2;0.70;12;41.4
GPS;250520;163402;N6324.4335;E01028.6150;247.5;0.07;149.2;0.71;12;41.4
GPS;250520;163403;N6324.4335;E01028.6150;248.6;0.07;149.2;0.70;12;41.4
GPS;250520;163404;N6324.4335;E01028.6150;249.5;0.12;149.2;0.70;12;41.4
GPS;250520;163405;N6324.4335;E01028.6150;250.4;0.23;149.2;0.70;12;41.4
GPS;250520;163406;N6324.4336;E01028.6149;251.0;0.23;149.2;0.77;11;41.4
GPS;250520;163407;N6324.4336;E01028.6150;251.5;0.16;149.2;0.70;12;41.4
GPS;250520;163408;N6324.4336;E01028.6150;251.7;0.09;149.2;0.70;12;41.4
GPS;250520;163409;N6324.4337;E01028.6151;252.0;3.49;246.7;0.70;12;41.4
GPS;250520;163410;N6324.4330;E01028.6120;252.2;7.52;248.5;0.70;12;41.4
GPS;250520;163411;N6324.4321;E01028.6068;252.5;10.31;248.2;0.71;12;41.4
GPS;250520;163412;N6324.4312;E01028.6019;252.7;6.65;252.2;0.71;12;41.4
GPS;250520;163413;N6324.4312;E01028.6000;252.8;1.61;334.5;0.71;12;41.4
GPS;250520;163414;N6324.4317;E01028.6000;253.0;4.16;20.86;0.70;11;41.4
GPS;250520;163415;N6324.4331;E01028.6004;253.1;7.20;7.50;0.71;12;41.4
GPS;250520;163416;N6324.4358;E01028.6002;253.3;12.06;355.6;0.71;12;41.4
GPS;250520;163417;N6324.4397;E01028.5993;253.1;16.20;355.1;0.71;11;41.4
GPS;250520;163418;N6324.4444;E01028.5985;253.2;18.46;357.6;0.73;10;41.4
