GPS;250520;154153;N6324.4391;E01028.6210;146.8;0.08;327.4;0.94;11;41.4
GPS;250520;154154;N6324.4392;E01028.6209;146.8;0.21;142.3;0.94;11;41.4
GPS;250520;154155;N6324.4391;E01028.6210;146.8;0.08;102.7;0.94;11;41.4
GPS;250520;154156;N6324.4391;E01028.6211;146.8;0.34;83.23;0.94;11;41.4
GPS;250520;154157;N6324.4391;E01028.6213;146.8;0.47;116.8;0.94;11;41.4
GPS;250520;154158;N6324.4391;E01028.6215;146.8;0.35;251.3;0.94;11;41.4
GPS;250520;154159;N6324.4390;E01028.6213;146.8;0.07;123.1;0.94;11;41.4
GPS;250520;154200;N6324.4390;E01028.6213;146.7;0.42;84.26;0.94;11;41.4
GPS;250520;154201;N6324.4390;E01028.6216;146.8;1.59;351.3;0.94;11;41.4
GPS;250520;154202;N6324.4394;E01028.6213;147.0;1.53;317.4;0.94;11;41.4
GPS;250520;154203;N6324.4395;E01028.6208;147.2;0.48;236.1;0.94;11;41.4
GPS;250520;154204;N6324.4395;E01028.6208;147.2;0.16;318.9;0.94;11;41.4
GPS;250520;154205;N6324.4395;E01028.6209;147.0;0.05;308.4;0.94;11;41.4
GPS;250520;154206;N6324.4394;E01028.6209;147.0;0.02;175.9;0.94;11;41.4
GPS;250520;154207;N6324.4394;E01028.6209;147.0;0.10;133.9;0.94;11;41.4
GPS;250520;154208;N6324.4394;E01028.6209;147.1;0.17;286.6;0.94;11;41.4
GPS;250520;154209;N6324.4394;E01028.6208;147.1;0.05;316.5;0.94;11;41.4
GPS;250520;154210;N6324.4394;E01028.6208;147.0;0.02;183.8;0.94;11;41.4
GPS;250520;154211;N6324.4394;E01028.6208;147.0;0.06;98.51;0.94;11;41.4
GPS;250520;154212;N6324.4394;E01028.6208;147.0;0.02;330.8;0.94;11;41.4
GPS;250520;154213;N6324.4394;E01028.6208;147.0;0.04;327.7;0.94;11;41.4
GPS;250520;154214;N6324.4394;E01028.6208;147.0;0.04;37.61;0.94;11;41.4
GPS;250520;154215;N6324.4394;E01028.6208;147.0;0.06;274.6;0.94;11;41.4
GPS;250520;154216;N6324.4394;E01028.6208;147.0;0.03;297.1;0.94;11;41.4
GPS;250520;154217;N6324.4394;E01028.6208;147.0;0.04;60.36;1.18;11;41.4
GPS;250520;154218;N6324.4394;E01028.6208;147.0;0.18;59.09;1.18;11;41.4
GPS;250520;154219;N6324.4394;E01028.6208;147.0;0.29;172.7;0.94;11;41.4
GPS;250520;154220;N6324.4394;E01028.6208;147.1;0.10;333.9;0.94;11;41.4
GPS;250520;154221;N6324.4394;E01028.6208;147.0;0.70;4.16;0.94;11;41.4
GPS;250520;154222;N6324.4395;E01028.6209;147.0;0.70;32.62;1.18;11;41.4
GPS;250520;154223;N6324.4395;E01028.6209;147.0;0.50;232.5;0.94;11;41.4
GPS;250520;154224;N6324.4395;E01028.6207;147.0;0.21;213.8;0.94;11;41.4
GPS;250520;154225;N6324.4394;E01028.6207;146.9;0.19;140.5;0.94;11;41.4
GPS;250520;154226;N6324.4393;E01028.6206;147.2;0.45;246.5;0.94;11;41.4
GPS;250520;154227;N6324.4393;E01028.6204;147.6;0.35;267.3;0.94;11;41.4
GPS;250520;154228;N6324.4393;E01028.6202;147.8;0.29;292.2;0.94;11;41.4
GPS;250520;154229;N6324.4393;E01028.6200;147.9;0.60;160.4;0.94;11;41.4
GPS;250520;154230;N6324.4392;E01028.6201;147.9;0.15;328.8;0.94;11;41.4
GPS;250520;154231;N6324.4393;E01028.6201;147.9;0.21;13.87;0.94;11;41.4
GPS;250520;154232;N6324.4393;E01028.6201;147.8;0.39;10.51;1.18;11;41.4
GPS;250520;154233;N6324.4394;E01028.6201;147.8;0.17;9.04;1.18;11;41.4
GPS;250520;154234;N6324.4394;E01028.6201;148.0;0.22;182.9;1.18;11;41.4
GPS;250520;154235;N6324.4394;E01028.6201;148.0;0.06;341.9;0.94;11;41.4
GPS;250520;154236;N6324.4394;E01028.6201;148.0;0.07;275.3;0.94;11;41.4
GPS;250520;154237;N6324.4394;E01028.6201;148.0;0.09;264.0;0.94;11;41.4
GPS;250520;154238;N6324.4394;E01028.6200;148.0;1.28;139.2;0.94;11;41.4
GPS;250520;154239;N6324.4391;E01028.6206;148.0;1.85;145.8;0.94;11;41.4
GPS;250520;154240;N6324.4387;E01028.6212;148.2;1.80;151.2;0.94;11;41.4
GPS;250520;154241;N6324.4383;E01028.6218;148.7;2.27;150.6;0.94;11;41.4
GPS;250520;154242;N6324.4377;E01028.6225;149.2;2.21;149.7;0.94;11;41.4
GPS;250520;154243;N6324.4374;E01028.6228;149.9;0.85;172.7;0.94;11;41.4
GPS;250520;154244;N6324.4372;E01028.6227;150.6;0.44;218.4;0.94;11;41.4
GPS;250520;154245;N6324.4369;E01028.6228;150.5;0.19;268.4;0.94;11;41.4
GPS;250520;154246;N6324.4366;E01028.6229;150.2;0.42;270.4;0.94;11;41.4
GPS;250520;154247;N6324.4363;E01028.6233;149.5;0.28;165.3;0.94;11;41.4
GPS;250520;154248;N6324.4362;E01028.6233;149.6;0.16;142.6;0.94;11;41.4
GPS;250520;154249;N6324.4362;E01028.6234;149.6;0.08;120.0;0.94;11;41.4
GPS;250520;154250;N6324.4361;E01028.6234;149.7;0.16;92.86;0.94;11;41.4
GPS;250520;154251;N6324.4361;E01028.6235;149.7;0.30;30.37;0.94;11;41.4
GPS;250520;154252;N6324.4362;E01028.6236;149.7;0.39;35.07;0.94;11;41.4
GPS;250520;154253;N6324.4363;E01028.6237;149.7;0.37;34.10;0.94;11;41.4
GPS;250520;154254;N6324.4364;E01028.6239;149.7;0.34;27.82;0.94;11;41.4
GPS;250520;154255;N6324.4365;E01028.6240;149.7;0.20;18.90;0.94;11;41.4
GPS;250520;154256;N6324.4365;E01028.6240;149.7;0.15;326.9;0.94;11;41.4
GPS;250520;154257;N6324.4366;E01028.6239;149.8;1.32;151.8;0.94;11;41.4
GPS;250520;154258;N6324.4356;E01028.6240;150.0;5.88;181.1;0.94;11;41.4
GPS;250520;154259;N6324.4339;E01028.6251;150.8;7.12;146.9;1.18;11;41.4
GPS;250520;154300;N6324.4324;E01028.6272;152.7;7.18;146.9;1.23;11;41.4
GPS;250520;154301;N6324.4338;E01028.6254;168.0;0.88;163.1;1.23;10;41.4
GPS;250520;154302;N6324.4331;E01028.6264;174.7;0.50;163.1;1.23;10;41.4
GPS;250520;154303;N6324.4326;E01028.6267;182.2;0.47;163.1;1.23;10;41.4
GPS;250520;154304;N6324.4324;E01028.6269;189.3;0.15;163.1;1.23;10;41.4
GPS;250520;154305;N6324.4321;E01028.6272;195.9;0.16;163.1;1.23;10;41.4
GPS;250520;154306;N6324.4321;E01028.6273;203.2;0.22;163.1;1.23;10;41.4
GPS;250520;154307;N6324.4320;E01028.6273;210.5;0.29;163.1;1.23;10;41.4
GPS;250520;154308;N6324.4320;E01028.6275;217.0;0.07;163.1;0.97;10;41.4
GPS;250520;154309;N6324.4320;E01028.6275;221.6;0.13;163.1;0.97;10;41.4
GPS;250520;154310;N6324.4320;E01028.6274;224.5;0.25;163.1;0.97;10;41.4
GPS;250520;154311;N6324.4321;E01028.6274;226.4;0.14;163.1;1.23;10;41.4
GPS;250520;154312;N6324.4321;E01028.6274;227.7;0.27;163.1;0.97;10;41.4
GPS;250520;154313;N6324.4321;E01028.6273;228.7;0.20;163.1;0.97;10;41.4
GPS;250520;154314;N6324.4322;E01028.6272;229.4;0.13;163.1;0.97;10;41.4
GPS;250520;154315;N6324.4322;E01028.6272;229.9;0.11;163.1;0.94;11;41.4
GPS;250520;154316;N6324.4321;E01028.6271;230.5;0.19;163.1;0.94;11;41.4
GPS;250520;154317;N6324.4322;E01028.6271;231.0;0.30;163.1;0.94;11;41.4
GPS;250520;154318;N6324.4321;E01028.6272;231.0;0.25;163.1;1.03;09;41.4
GPS;250520;154319;N6324.4319;E01028.6266;231.0;1.88;231.3;1.06;08;41.4
GPS;250520;154320;N6324.4306;E01028.6243;231.0;9.35;219.3;0.94;11;41.4
GPS;250520;154321;N6324.4284;E01028.6204;231.0;10.28;216.7;1.18;11;41.4
GPS;250520;154322;N6324.4262;E01028.6165;231.0;9.63;222.0;1.18;11;41.4
GPS;250520;154323;N6324.4242;E01028.6124;231.0;9.29;222.4;1.18;11;41.4
GPS;250520;154324;N6324.4224;E01028.6088;230.9;7.47;219.7;1.18;11;41.4
GPS;250520;154325;N6324.4213;E01028.6067;230.9;2.86;206.9;1.18;11;41.4
GPS;250520;154326;N6324.4211;E01028.6066;231.0;1.38;359.5;0.94;11;41.4
GPS;250520;154327;N6324.4216;E01028.6066;231.0;2.69;13.03;0.94;11;41.4
GPS;250520;154328;N6324.4229;E01028.6069;230.9;10.19;357.3;1.21;10;41.4
GPS;250520;154329;N6324.4259;E01028.6060;231.2;11.56;353.7;1.17;11;41.4
GPS;250520;154330;N6324.4290;E01028.6049;231.5;10.81;353.9;1.18;11;41.4
GPS;250520;154331;N6324.4319;E01028.6038;231.8;10.24;356.1;1.17;11;41.4
GPS;250520;154332;N6324.4348;E01028.6029;232.2;9.57;354.6;1.18;11;41.4
GPS;250520;154333;N6324.4376;E01028.6021;232.2;9.40;356.8;0.91;12;41.4
GPS;250520;154334;N6324.4499;E01028.5989;259.3;9.68;357.9;0.91;12;41.4
GPS;250520;154335;N6324.4520;E01028.5984;257.3;9.71;357.8;0.91;12;41.4
GPS;250520;154336;N6324.4548;E01028.5976;257.9;9.67;357.4;0.91;12;41.4
GPS;250520;154337;N6324.4574;E01028.5973;258.3;9.63;357.5;0.91;12;41.4
GPS;250520;154338;N6324.4596;E01028.5973;257.4;9.65;358.3;0.91;12;41.4
GPS;250520;154339;N6324.4623;E01028.5973;257.8;9.72;358.4;0.91;12;41.4
GPS;250520;154340;N6324.4651;E01028.5970;257.5;9.71;357.3;0.91;12;41.4
GPS;250520;154341;N6324.4676;E01028.5965;256.3;9.74;356.9;0.91;12;41.4
GPS;250520;154342;N6324.4700;E01028.5959;255.2;9.73;357.5;0.91;12;41.4
GPS;250520;154343;N6324.4725;E01028.5956;255.1;9.72;357.9;0.91;12;41.4
GPS;250520;154344;N6324.4751;E01028.5953;255.1;9.71;357.1;0.91;12;41.4
GPS;250520;154345;N6324.4777;E01028.5950;254.9;9.71;356.3;0.91;12;41.4
GPS;250520;154346;N6324.4803;E01028.5946;254.4;9.73;356.7;0.91;12;41.4
GPS;250520;154347;N6324.4830;E01028.5942;254.1;9.74;357.0;0.91;12;41.4
GPS;250520;154348;N6324.4856;E01028.5939;253.9;9.73;357.6;0.91;12;41.4
GPS;250520;154349;N6324.4884;E01028.5939;254.2;9.74;357.6;0.91;12;41.4
GPS;250520;154350;N6324.4911;E01028.5937;254.3;9.75;357.3;0.91;12;41.4
GPS;250520;154351;N6324.4936;E01028.5935;253.8;9.76;357.6;0.91;12;41.4
GPS;250520;154352;N6324.4965;E01028.5935;254.2;9.80;358.1;0.91;12;41.4
GPS;250520;154353;N6324.4993;E01028.5934;254.3;9.83;357.3;0.91;12;41.4
GPS;250520;154354;N6324.5021;E01028.5931;254.4;9.82;357.0;0.91;12;41.4
GPS;250520;154355;N6324.5048;E01028.5930;254.5;9.82;358.6;0.91;12;41.4
GPS;250520;154356;N6324.5075;E01028.5930;254.8;9.85;359.1;0.91;12;41.4
GPS;250520;154357;N6324.5102;E01028.5928;254.8;9.88;357.5;0.91;12;41.4
GPS;250520;154358;N6324.5128;E01028.5924;254.4;9.87;356.2;0.91;12;41.4
