GPS;250520;163204;N6324.4357;E01028.6187;157.1;0.50;149.0;0.74;11;41.4
GPS;250520;163205;N6324.4359;E01028.6190;157.0;0.29;142.6;0.74;11;41.4
GPS;250520;163206;N6324.4359;E01028.6196;157.0;0.26;266.4;0.74;11;41.4
GPS;250520;163207;N6324.4359;E01028.6195;157.1;0.36;316.2;0.70;12;41.4
GPS;250520;163208;N6324.4363;E01028.6192;157.0;1.98;5.55;0.70;12;41.4
GPS;250520;163209;N6324.4365;E01028.6191;157.0;0.15;270.9;0.70;12;41.4
GPS;250520;163210;N6324.4364;E01028.6187;157.1;0.36;292.6;0.70;12;41.4
GPS;250520;163211;N6324.4363;E01028.6183;157.0;0.55;303.3;0.70;12;41.4
GPS;250520;163212;N6324.4362;E01028.6181;157.1;0.25;221.5;0.70;12;41.4
GPS;250520;163213;N6324.4360;E01028.6181;157.1;0.39;235.0;0.70;12;41.4
GPS;250520;163214;N6324.4360;E01028.6182;157.2;0.13;137.6;0.70;12;41.4
GPS;250520;163215;N6324.4359;E01028.6183;157.1;0.31;108.0;0.70;12;41.4
GPS;250520;163216;N6324.4359;E01028.6183;157.0;0.24;89.43;0.70;12;41.4
GPS;250520;163217;N6324.4359;E01028.6186;157.0;0.61;41.25;0.70;12;41.4
GPS;250520;163218;N6324.4359;E01028.6188;157.0;0.85;131.7;0.70;12;41.4
GPS;250520;163219;N6324.4358;E01028.6190;157.1;0.10;159.8;0.70;12;41.4
GPS;250520;163220;N6324.4358;E01028.6187;157.0;0.91;321.2;0.70;12;41.4
GPS;250520;163221;N6324.4359;E01028.6185;157.0;0.11;329.2;0.70;12;41.4
GPS;250520;163222;N6324.4359;E01028.6184;157.0;0.01;90.43;0.70;12;41.4
GPS;250520;163223;N6324.4359;E01028.6184;156.9;0.03;131.6;0.70;12;41.4
GPS;250520;163224;N6324.4358;E01028.6183;157.0;0.05;242.0;0.70;12;41.4
GPS;250520;163225;N6324.4357;E01028.6180;157.0;0.73;266.8;0.70;12;41.4
GPS;250520;163226;N6324.4357;E01028.6174;157.1;0.74;266.2;0.70;12;41.4
GPS;250520;163227;N6324.4357;E01028.6172;157.1;0.04;165.1;0.70;12;41.4
GPS;250520;163228;N6324.4357;E01028.6173;157.1;0.31;41.09;0.70;12;41.4
GPS;250520;163229;N6324.4356;E01028.6174;157.3;0.48;176.2;0.70;12;41.4
GPS;250520;163230;N6324.4355;E01028.6174;157.3;0.16;207.3;0.70;12;41.4
GPS;250520;163231;N6324.4355;E01028.6173;157.4;0.08;267.8;0.70;12;41.4
GPS;250520;163232;N6324.4354;E01028.6173;157.3;0.05;23.69;0.70;12;41.4
GPS;250520;163233;N6324.4355;E01028.6175;157.3;0.51;30.06;0.70;12;41.4
GPS;250520;163234;N6324.4356;E01028.6177;157.3;0.21;56.42;0.70;12;41.4
GPS;250520;163235;N6324.4356;E01028.6178;157.4;0.11;210.2;0.70;12;41.4
GPS;250520;163236;N6324.4356;E01028.6178;157.3;1.22;236.4;0.70;12;41.4
GPS;250520;163237;N6324.4354;E01028.6174;157.3;0.81;187.4;0.70;12;41.4
GPS;250520;163238;N6324.4353;E01028.6173;157.3;0.81;348.8;0.70;12;41.4
GPS;250520;163239;N6324.4355;E01028.6174;157.2;0.60;72.81;0.70;12;41.4
GPS;250520;163240;N6324.4355;E01028.6176;157.2;0.27;103.6;0.70;12;41.4
GPS;250520;163241;N6324.4355;E01028.6176;157.3;0.02;163.8;0.70;12;41.4
GPS;250520;163242;N6324.4355;E01028.6176;157.3;0.05;223.8;0.70;12;41.4
GPS;250520;163243;N6324.4355;E01028.6178;157.3;0.28;43.31;0.70;12;41.4
GPS;250520;163244;N6324.4356;E01028.6179;157.3;0.90;76.08;0.70;12;41.4
GPS;250520;163245;N6324.4355;E01028.6184;157.3;0.51;131.5;0.70;12;41.4
GPS;250520;163246;N6324.4356;E01028.6183;157.4;1.03;292.7;0.70;12;41.4
GPS;250520;163247;N6324.4356;E01028.6178;157.4;0.76;273.2;0.70;12;41.4
GPS;250520;163248;N6324.4356;E01028.6175;157.3;0.64;269.1;0.70;12;41.4
