GPS;250520;162825;N6324.4315;E01028.6298;153.9;0.16;227.8;0.79;11;41.4
GPS;250520;162826;N6324.4327;E01028.6267;155.0;0.19;226.1;0.79;11;41.4
GPS;250520;162827;N6324.4335;E01028.6253;154.0;0.35;284.7;0.79;11;41.4
GPS;250520;162828;N6324.4339;E01028.6232;154.9;0.25;322.8;0.79;11;41.4
GPS;250520;162829;N6324.4338;E01028.6227;156.5;0.21;279.5;0.79;11;41.4
GPS;250520;162830;N6324.4346;E01028.6199;156.2;0.25;257.9;0.79;11;41.4
GPS;250520;162831;N6324.4348;E01028.6188;157.3;0.45;140.3;0.79;11;41.4
GPS;250520;162832;N6324.4349;E01028.6180;157.4;0.15;241.3;0.79;11;41.4
GPS;250520;162834;N6324.4350;E01028.6176;157.5;0.12;202.9;0.79;11;41.4
GPS;250520;162835;N6324.4352;E01028.6177;158.3;0.21;339.7;0.79;11;41.4
GPS;250520;162836;N6324.4352;E01028.6178;158.4;0.31;326.1;0.79;11;41.4
GPS;250520;162837;N6324.4352;E01028.6180;158.8;0.24;334.9;0.79;11;41.4
GPS;250520;162838;N6324.4352;E01028.6180;159.3;0.29;332.9;0.79;11;41.4
GPS;250520;162839;N6324.4355;E01028.6179;160.2;0.36;358.2;0.79;11;41.4
GPS;250520;162840;N6324.4357;E01028.6180;161.1;0.27;328.0;0.84;11;41.4
GPS;250520;162841;N6324.4359;E01028.6185;161.5;0.21;335.7;0.79;11;41.4
GPS;250520;162842;N6324.4361;E01028.6189;161.7;0.18;343.2;0.79;11;41.4
GPS;250520;162843;N6324.4360;E01028.6192;161.7;0.20;327.6;0.79;11;41.4
GPS;250520;162844;N6324.4358;E01028.6196;161.0;0.15;145.4;0.79;11;41.4
GPS;250520;162845;N6324.4355;E01028.6202;160.3;0.07;343.9;0.79;11;41.4
GPS;250520;162846;N6324.4356;E01028.6205;160.3;0.14;326.8;0.79;11;41.4
GPS;250520;162847;N6324.4357;E01028.6204;160.5;0.32;306.8;0.80;10;41.4
GPS;250520;162848;N6324.4357;E01028.6205;160.5;0.64;33.74;0.79;11;41.4
GPS;250520;162849;N6324.4357;E01028.6205;160.5;0.57;328.7;0.79;11;41.4
GPS;250520;162850;N6324.4358;E01028.6204;160.5;0.56;354.7;0.79;11;41.4
GPS;250520;162851;N6324.4358;E01028.6204;160.3;0.38;328.7;0.84;11;41.4
GPS;250520;162852;N6324.4358;E01028.6204;160.1;0.23;341.6;0.79;11;41.4
GPS;250520;162853;N6324.4357;E01028.6204;160.1;0.05;136.2;0.79;11;41.4
GPS;250520;162854;N6324.4356;E01028.6202;160.0;0.08;196.1;0.79;11;41.4
GPS;250520;162855;N6324.4354;E01028.6202;159.9;0.49;167.8;0.79;11;41.4
GPS;250520;162856;N6324.4354;E01028.6200;160.0;0.19;198.4;0.79;11;41.4
GPS;250520;162857;N6324.4353;E01028.6195;160.1;0.70;278.1;0.85;10;41.4
GPS;250520;162858;N6324.4354;E01028.6195;160.1;0.24;351.3;0.79;11;41.4
GPS;250520;162859;N6324.4354;E01028.6196;160.0;0.27;28.94;0.84;11;41.4
GPS;250520;162900;N6324.4354;E01028.6201;159.6;0.76;70.45;0.79;11;41.4
GPS;250520;162901;N6324.4354;E01028.6203;159.6;0.41;47.59;0.79;11;41.4
GPS;250520;162902;N6324.4354;E01028.6202;159.5;0.55;315.3;0.79;11;41.4
GPS;250520;162903;N6324.4355;E01028.6201;159.5;0.38;338.3;0.79;11;41.4
GPS;250520;162904;N6324.4354;E01028.6202;159.4;0.13;63.16;0.79;11;41.4
GPS;250520;162905;N6324.4354;E01028.6203;159.4;0.15;356.3;0.79;11;41.4
GPS;250520;162906;N6324.4354;E01028.6202;159.4;0.05;214.4;0.84;11;41.4
GPS;250520;162907;N6324.4354;E01028.6202;159.4;0.17;271.6;0.79;11;41.4
GPS;250520;162908;N6324.4354;E01028.6201;159.5;0.07;56.99;0.79;11;41.4
GPS;250520;162909;N6324.4354;E01028.6202;159.5;0.06;63.97;0.79;11;41.4
GPS;250520;162910;N6324.4354;E01028.6202;159.5;0.01;78.95;0.79;11;41.4
GPS;250520;162911;N6324.4354;E01028.6202;159.5;0.03;34.76;0.79;11;41.4
GPS;250520;162912;N6324.4354;E01028.6202;159.5;0.04;157.7;0.79;11;41.4
GPS;250520;162913;N6324.4354;E01028.6202;159.5;0.25;146.7;0.79;11;41.4
GPS;250520;162914;N6324.4354;E01028.6203;159.5;0.05;195.9;0.79;11;41.4
GPS;250520;162915;N6324.4353;E01028.6203;159.5;0.18;199.3;0.79;11;41.4
GPS;250520;162916;N6324.4353;E01028.6203;159.5;0.04;143.3;0.79;11;41.4
GPS;250520;162917;N6324.4353;E01028.6203;159.5;0.25;310.9;0.79;11;41.4
GPS;250520;162918;N6324.4353;E01028.6202;159.5;0.18;306.4;0.79;11;41.4
GPS;250520;162919;N6324.4354;E01028.6201;159.4;0.11;185.6;0.79;11;41.4
GPS;250520;162920;N6324.4354;E01028.6201;159.4;0.02;347.0;0.84;11;41.4
GPS;250520;162921;N6324.4354;E01028.6201;159.4;0.02;251.4;0.84;11;41.4
GPS;250520;162922;N6324.4354;E01028.6201;159.4;0.01;106.0;0.84;11;41.4
GPS;250520;162923;N6324.4354;E01028.6201;159.4;0.02;336.5;0.84;11;41.4
GPS;250520;162924;N6324.4354;E01028.6201;159.4;0.13;25.87;0.84;11;41.4
GPS;250520;162925;N6324.4354;E01028.6201;159.4;0.01;26.14;0.84;11;41.4
GPS;250520;162926;N6324.4354;E01028.6201;159.4;0.00;329.3;0.84;11;41.4
GPS;250520;162927;N6324.4354;E01028.6201;159.4;0.03;163.8;0.84;11;41.4
GPS;250520;162928;N6324.4354;E01028.6201;159.4;0.06;169.1;0.84;11;41.4
GPS;250520;162929;N6324.4354;E01028.6201;159.4;0.08;197.8;1.00;09;41.4
