bin_dist,true_dist,measured_dist,error,mean_clk_ticks,var_clk_ticks,num_pkt_tx,num_pkt_rx,pdr
510,511,525,14,56,4,16,13,0.8125
510,511,515,4,55,5,32,29,0.90625
510,511,525,14,56,4,64,61,0.953125
510,511,525,14,56,4,128,127,0.9921875
510,511,525,14,56,4,256,254,0.9921875
510,511,515,4,55,4,512,506,0.98828125
510,511,515,4,55,5,1024,1014,0.990234375
510,511,525,14,56,4,16,13,0.8125
559,560,562,2,60,4,16,16,1.0
559,560,562,2,60,7,32,32,1.0
559,560,571,11,61,5,64,64,1.0
559,560,562,2,60,4,128,123,0.9609375
559,560,581,21,62,5,256,252,0.984375
559,560,562,2,60,5,512,512,1.0
559,560,562,2,60,5,1024,1013,0.9892578125
559,559,562,3,60,4,16,12,0.75
559,559,553,-6,59,3,32,32,1.0
608,606,618,12,66,6,16,15,0.9375
658,655,656,1,70,6,16,13,0.8125
658,656,646,-10,69,7,32,30,0.9375
658,656,656,0,70,4,64,61,0.953125
658,656,656,0,70,4,128,128,1.0
658,656,665,9,71,5,256,247,0.96484375
658,656,665,9,71,5,1024,1010,0.986328125
658,656,665,9,71,3,16,16,1.0
658,656,684,28,73,5,32,32,1.0
658,656,665,9,71,4,64,60,0.9375
658,656,675,19,72,4,128,125,0.9765625
658,656,656,0,70,5,256,256,1.0
658,656,656,0,70,6,512,494,0.96484375
658,656,665,9,71,4,1024,1012,0.98828125
658,656,656,0,70,4,16,16,1.0
707,705,721,16,77,4,16,16,1.0
707,705,712,7,76,5,32,29,0.90625
707,705,712,7,76,5,64,64,1.0
707,705,703,-2,75,5,128,128,1.0
707,705,712,7,76,4,256,252,0.984375
707,705,712,7,76,5,512,509,0.994140625
707,705,712,7,76,4,1024,1021,0.9970703125
707,705,712,7,76,4,16,16,1.0
707,705,712,7,76,4,32,29,0.90625
707,705,712,7,76,5,64,60,0.9375
707,705,712,7,76,4,128,127,0.9921875
707,705,721,16,77,4,256,256,1.0
707,705,721,16,77,4,512,509,0.994140625
707,705,712,7,76,5,1024,1022,0.998046875
707,705,712,7,76,4,16,13,0.8125
707,705,703,-2,75,4,32,32,1.0
707,705,703,-2,75,4,64,64,1.0
707,705,721,16,77,4,128,127,0.9921875
707,705,712,7,76,4,256,252,0.984375
757,755,768,13,82,8,16,13,0.8125
757,755,759,4,81,2,32,32,1.0
757,755,749,-6,80,4,64,64,1.0
757,755,759,4,81,5,128,128,1.0
757,756,759,3,81,6,256,256,1.0
757,756,759,3,81,6,512,509,0.994140625
757,756,759,3,81,5,1024,1023,0.9990234375
757,756,759,3,81,2,16,16,1.0
757,756,759,3,81,4,32,29,0.90625
757,756,768,12,82,4,64,64,1.0
757,756,768,12,82,5,128,128,1.0
757,756,759,3,81,4,256,253,0.98828125
757,756,759,3,81,5,512,512,1.0
757,756,768,12,82,4,1024,1009,0.9853515625
757,756,768,12,82,1,16,13,0.8125
559,558,543,-15,58,3,16,16,1.0
559,557,543,-14,58,3,32,29,0.90625
559,557,562,5,60,4,64,64,1.0
559,557,543,-14,58,5,128,128,1.0
559,554,543,-11,58,6,256,253,0.98828125
559,553,543,-10,58,5,512,458,0.89453125
559,550,543,-7,58,7,1024,586,0.572265625
559,548,525,-23,56,7,16,12,0.75
510,541,543,2,58,11,32,31,0.96875
510,524,515,-9,55,5,16,16,1.0
510,523,515,-8,55,6,32,28,0.875
510,522,515,-7,55,5,64,59,0.921875
510,521,515,-6,55,4,128,115,0.8984375
510,519,497,-22,53,6,256,236,0.921875
510,519,506,-13,54,5,512,405,0.791015625
510,519,497,-22,53,6,1024,974,0.951171875
510,517,506,-11,54,2,16,13,0.8125
510,506,497,-9,53,7,32,26,0.8125
510,506,506,0,54,6,64,61,0.953125
510,505,497,-8,53,5,128,122,0.953125
510,503,497,-6,53,6,512,498,0.97265625
412,402,384,-18,41,3,16,16,1.0
412,400,384,-16,41,6,32,29,0.90625
412,399,384,-15,41,4,64,61,0.953125
412,399,384,-15,41,6,128,118,0.921875
412,399,375,-24,40,6,256,246,0.9609375
412,399,384,-15,41,6,512,512,1.0
364,391,384,-7,41,4,16,13,0.8125
364,391,384,-7,41,7,32,29,0.90625
364,383,356,-27,38,5,64,61,0.953125
364,382,356,-26,38,4,128,128,1.0
364,382,365,-17,39,4,256,253,0.98828125
364,379,347,-32,37,5,512,490,0.95703125
364,378,365,-13,39,6,1024,1006,0.982421875
364,369,375,6,40,4,16,16,1.0
364,369,365,-4,39,3,32,29,0.90625
364,366,347,-19,37,5,64,61,0.953125
364,366,356,-10,38,6,128,128,1.0
364,366,347,-19,37,6,256,249,0.97265625
364,366,356,-10,38,5,512,506,0.98828125
364,362,356,-6,38,5,1024,651,0.6357421875
364,362,347,-15,37,9,16,10,0.625
364,362,356,-6,38,4,32,32,1.0
364,360,356,-4,38,4,64,64,1.0
364,355,347,-8,37,5,128,128,1.0
364,353,347,-6,37,4,256,256,1.0
364,353,347,-6,37,5,512,512,1.0
364,352,328,-24,35,5,1024,1009,0.9853515625
316,344,328,-16,35,6,16,13,0.8125
316,344,328,-16,35,4,32,29,0.90625
316,343,309,-34,33,7,64,61,0.953125
316,342,309,-33,33,6,128,128,1.0
316,342,319,-23,34,5,256,256,1.0
316,342,319,-23,34,5,512,512,1.0
316,338,309,-29,33,5,1024,1024,1.0
316,327,300,-27,32,4,16,16,1.0
316,326,319,-7,34,4,32,29,0.90625
316,325,319,-6,34,5,64,64,1.0
316,324,309,-15,33,5,128,123,0.9609375
316,323,300,-23,32,4,256,248,0.96875
316,322,319,-3,34,6,512,507,0.990234375
316,322,300,-22,32,5,1024,994,0.970703125
316,322,300,-22,32,4,16,14,0.875
316,315,281,-34,30,1,32,26,0.8125
316,315,290,-25,31,4,64,60,0.9375
316,315,281,-34,30,5,128,121,0.9453125
316,311,300,-11,32,5,256,237,0.92578125
316,310,281,-29,30,6,512,502,0.98046875
316,308,300,-8,32,5,1024,1009,0.9853515625
316,307,309,2,33,5,16,13,0.8125
316,307,290,-17,31,6,32,29,0.90625
316,307,281,-26,30,4,64,57,0.890625
269,303,290,-13,31,4,128,125,0.9765625
269,303,281,-22,30,5,256,247,0.96484375
269,300,281,-19,30,5,512,498,0.97265625
269,297,281,-16,30,5,1024,973,0.9501953125
269,297,281,-16,30,5,16,10,0.625
269,297,281,-16,30,4,32,29,0.90625
269,295,281,-14,30,5,64,61,0.953125
269,289,272,-17,29,4,128,128,1.0
269,288,281,-7,30,6,256,247,0.96484375
269,288,262,-26,28,5,512,503,0.982421875
269,286,272,-14,29,5,1024,907,0.8857421875
269,281,262,-19,28,4,16,16,1.0
269,278,262,-16,28,6,32,29,0.90625
269,266,253,-13,27,5,64,62,0.96875
269,265,253,-12,27,5,128,119,0.9296875
269,264,244,-20,26,5,256,249,0.97265625
269,264,244,-20,26,9,512,493,0.962890625
269,264,244,-20,26,8,1024,623,0.6083984375
224,237,215,-22,23,4,16,12,0.75
224,235,215,-20,23,3,32,29,0.90625
224,234,225,-9,24,5,64,58,0.90625
224,233,206,-27,22,6,128,124,0.96875
224,233,206,-27,22,5,256,216,0.84375
224,223,197,-26,21,6,1024,941,0.9189453125
224,223,187,-36,20,4,16,13,0.8125
224,222,206,-16,22,6,32,32,1.0
224,216,206,-10,22,6,64,46,0.71875
224,215,197,-18,21,5,128,125,0.9765625
180,214,206,-8,22,9,256,218,0.8515625
180,214,187,-27,20,7,512,496,0.96875
180,214,187,-27,20,8,16,16,1.0
180,213,178,-35,19,5,32,29,0.90625
180,203,187,-16,20,5,64,64,1.0
224,225,215,-10,23,5,16,13,0.8125
224,225,225,0,24,4,32,32,1.0
224,225,215,-10,23,3,64,64,1.0
224,225,215,-10,23,4,128,128,1.0
224,225,225,0,24,4,256,256,1.0
224,225,225,0,24,4,512,512,1.0
224,225,225,0,24,4,1024,1024,1.0
224,225,215,-10,23,5,16,13,0.8125
224,225,225,0,24,5,32,29,0.90625
224,225,225,0,24,4,64,64,1.0
224,225,225,0,24,4,128,128,1.0
224,225,225,0,24,4,256,256,1.0
224,225,225,0,24,4,512,509,0.994140625
224,225,225,0,24,4,1024,1021,0.9970703125
224,225,225,0,24,4,16,16,1.0
224,225,215,-10,23,4,32,29,0.90625
224,225,215,-10,23,4,64,64,1.0
224,225,225,0,24,6,128,125,0.9765625
224,225,225,0,24,4,256,253,0.98828125
224,225,225,0,24,4,512,509,0.994140625
224,225,225,0,24,4,1024,1024,1.0
224,225,215,-10,23,4,16,16,1.0
269,266,272,6,29,6,16,16,1.0
269,267,272,5,29,6,32,32,1.0
269,267,262,-5,28,4,64,61,0.953125
269,267,262,-5,28,4,128,125,0.9765625
269,267,272,5,29,5,256,256,1.0
269,267,272,5,29,5,512,512,1.0
269,267,272,5,29,6,1024,1021,0.9970703125
269,267,272,5,29,3,16,13,0.8125
269,267,272,5,29,3,32,29,0.90625
269,267,272,5,29,4,64,61,0.953125
269,267,272,5,29,6,128,128,1.0
269,267,272,5,29,5,256,253,0.98828125
269,267,262,-5,28,4,512,512,1.0
269,267,272,5,29,5,1024,814,0.794921875
269,267,272,5,29,4,16,16,1.0
269,267,272,5,29,5,32,32,1.0
269,267,262,-5,28,6,64,61,0.953125
269,267,262,-5,28,5,128,122,0.953125
269,267,272,5,29,5,256,250,0.9765625
269,267,272,5,29,5,1024,1024,1.0
269,267,281,14,30,0,16,13,0.8125
269,267,272,5,29,8,32,32,1.0
269,267,262,-5,28,5,64,61,0.953125
269,267,272,5,29,4,128,128,1.0
269,267,272,5,29,5,256,253,0.98828125
269,267,272,5,29,6,512,512,1.0
269,267,272,5,29,6,1024,1024,1.0
269,267,281,14,30,6,16,16,1.0
269,267,272,5,29,5,32,32,1.0
269,267,281,14,30,6,64,64,1.0
269,267,272,5,29,5,128,128,1.0
269,267,262,-5,28,5,256,253,0.98828125
269,267,262,-5,28,5,512,512,1.0
269,267,272,5,29,4,1024,1024,1.0
316,312,319,7,34,7,16,16,1.0
316,312,319,7,34,8,32,32,1.0
316,312,319,7,34,6,64,64,1.0
316,312,319,7,34,6,128,125,0.9765625
316,313,319,6,34,6,256,253,0.98828125
316,313,319,6,34,6,512,509,0.994140625
316,313,319,6,34,6,1024,1024,1.0
316,313,319,6,34,9,16,16,1.0
316,313,319,6,34,7,32,29,0.90625
316,313,309,-4,33,8,64,64,1.0
316,313,319,6,34,5,128,125,0.9765625
316,313,309,-4,33,6,256,256,1.0
316,313,319,6,34,5,512,512,1.0
316,313,309,-4,33,7,1024,1024,1.0
316,313,300,-13,32,7,16,13,0.8125
316,313,309,-4,33,6,32,32,1.0
316,313,319,6,34,6,64,61,0.953125
316,313,319,6,34,6,128,127,0.9921875
316,313,319,6,34,6,256,256,1.0
316,313,319,6,34,6,512,509,0.994140625
316,313,319,6,34,6,1024,1021,0.9970703125
316,313,309,-4,33,4,16,16,1.0
316,313,309,-4,33,6,32,32,1.0
316,313,319,6,34,5,64,61,0.953125
316,312,319,7,34,7,128,125,0.9765625
316,313,319,6,34,6,256,256,1.0
316,313,319,6,34,6,512,509,0.994140625
316,312,319,7,34,6,1024,1024,1.0
316,312,309,-3,33,5,16,16,1.0
316,312,319,7,34,3,32,32,1.0
316,313,319,6,34,5,64,64,1.0
316,314,319,5,34,5,128,128,1.0
316,313,319,6,34,5,256,253,0.98828125
316,313,319,6,34,5,512,512,1.0
316,313,309,-4,33,6,1024,1024,1.0
364,362,356,-6,38,9,16,16,1.0
364,362,375,13,40,4,32,32,1.0
364,362,356,-6,38,4,64,61,0.953125
364,362,375,13,40,4,128,127,0.9921875
364,362,365,3,39,4,256,253,0.98828125
364,362,365,3,39,4,512,506,0.98828125
364,362,365,3,39,5,1024,1019,0.9951171875
364,362,375,13,40,4,16,13,0.8125
364,362,375,13,40,5,32,32,1.0
364,362,365,3,39,3,64,64,1.0
412,407,422,15,45,5,16,13,0.8125
412,407,403,-4,43,3,32,32,1.0
412,407,403,-4,43,5,64,61,0.953125
412,407,422,15,45,5,128,125,0.9765625
412,407,412,5,44,4,256,253,0.98828125
412,407,412,5,44,5,512,512,1.0
412,407,403,-4,43,5,1024,1021,0.9970703125
412,407,412,5,44,6,16,16,1.0
412,407,412,5,44,4,32,32,1.0
412,407,403,-4,43,4,64,64,1.0
412,407,403,-4,43,4,128,125,0.9765625
412,407,412,5,44,5,256,256,1.0
412,407,422,15,45,4,512,511,0.998046875
461,456,468,12,50,6,16,13,0.8125
461,456,459,3,49,4,32,32,1.0
461,456,459,3,49,5,64,64,1.0
461,456,450,-6,48,5,128,128,1.0
461,457,450,-7,48,5,256,253,0.98828125
461,457,459,2,49,5,512,509,0.994140625
461,456,459,3,49,5,1024,1023,0.9990234375
461,456,450,-6,48,6,16,16,1.0
461,456,459,3,49,5,32,32,1.0
461,456,450,-6,48,5,64,64,1.0
461,456,459,3,49,6,128,128,1.0
461,456,459,3,49,6,256,250,0.9765625
461,456,459,3,49,5,512,501,0.978515625
461,456,459,3,49,5,1024,917,0.8955078125
461,456,459,3,49,6,16,10,0.625
461,456,459,3,49,7,32,31,0.96875
461,456,450,-6,48,4,64,60,0.9375
461,456,459,3,49,6,128,124,0.96875
510,505,515,10,55,4,16,16,1.0
510,505,515,10,55,4,32,32,1.0
510,505,506,1,54,6,64,64,1.0
510,505,506,1,54,4,128,124,0.96875
510,505,525,20,56,4,16,13,0.8125
510,505,515,10,55,5,16,15,0.9375
510,506,515,9,55,3,32,29,0.90625
510,506,515,9,55,5,64,59,0.921875
