43;11;1;1;656;70;6;13;16;N6324.1017;E01028.5189
46;11;1;2;646;69;7;30;32;N6324.1012;E01028.5183
46;11;1;3;656;70;4;61;64;N6324.1012;E01028.5182
48;11;1;4;656;70;4;128;128;N6324.1012;E01028.5183
48;11;1;5;665;71;5;247;256;N6324.1012;101028.5183
48;11;1;6;675;72;4;123;512;N6324.1010;E01028.5184
48;11;1;7;665;71;5;1010;1024;N6324.1010;E01028.5184
48;11;2;1;665;71;3;16;16;N6324.1011;E01028.5184
48;11;2;2;684;73;5;32;32;N6324.1011;E01028.5183
49;11;2;3;665;71;4;60;64;N6324.1011;E01028.5182
49;11;2;4;675;72;4;125;128;N6324.1011;E01028.5182
49;11;2;5;656;70;5;256;256;N6324.1011;E01028.5182
51;11;2;6;656;70;6;494;512;N6324.1011;E01028.5181
51;11;2;7;665;71;4;1012;1024;N6324.1012;E01028.5181
51;11;3;1;656;70;4;16;16;N6324.1012;E01028.5181
