1;12;1;1;515;55;5;16;16;N6324.1738;E01028.5232
1;12;1;2;515;55;6;28;32;N6324.1746;E01028.5233
1;12;1;3;515;55;5;59;64;N6324.1752;E01028.5234
1;12;1;4;515;55;4;115;128;N6324.1756;E01028.5235
1;12;1;5;497;53;6;236;256;N6324.1770;E01028.5234
1;12;1;6;506;54;5;405;512;N6324.1770;E01028.5234
1;12;1;7;497;53;6;974;1024;N6324.1770;E01028.5234
1;12;2;1;506;54;2;13;16;N6324.1778;E01028.5235
1;12;2;2;497;53;7;26;32;N6324.1841;E01028.5223
1;12;2;3;506;54;6;61;64;N6324.1841;E01028.5223
1;12;2;4;497;53;5;122;128;N6324.1847;E01028.5224
1;12;2;5;487;52;4;74;256;0N;1E
1;12;2;6;497;53;6;498;512;N6324.1860;E01028.5222
1;12;2;7;497;53;5;100;1024;N6324.1866;E01028.5220
