0;11;1;1;412;44;4;13;16;N6324.2318;E01028.5689
1;11;1;2;403;43;4;29;32;N6324.2318;E01028.5689
1;11;1;3;412;44;4;64;64;N6324.2318;E01028.5689
1;11;1;4;412;44;4;127;128;N6324.2318;E01028.5689
1;11;1;5;412;44;5;251;256;N6324.2318;E01028.5689
1;11;1;6;422;45;5;502;512;N6324.2318;E01028.5689
1;11;1;7;403;43;5;1015;1024;N6324.2318;E01028.5689
1;11;2;1;422;45;4;16;16;N6324.2318;E01028.5689
1;11;2;2;403;43;6;32;32;N6324.2318;E01028.5688
1;11;2;3;403;43;4;64;64;N6324.2318;E01028.5687
1;11;2;4;412;44;4;128;128;N6324.2318;E01028.5687
1;11;2;5;412;44;4;255;256;N6324.2318;E01028.5688
1;11;2;6;403;43;5;380;512;N6324.2318;E01028.5689
1;11;2;7;412;44;4;1024;1024;N6324.2318;E01028.5689
1;11;3;1;403;43;5;13;16;N6324.2317;E01028.5689
1;11;3;2;403;43;4;32;32;N6324.2317;E01028.5691
